"Name","Position","Team","Bye Week","Rank","Points","Risk","Upside","ADP","Tier","Outlook","Dynasty","Markers"
"Quentin Johnston","WR","LAC","12","34","161.3","6.3","6.4","10.08","7","Only five WRs collected 8+ receiving TDs in each of the last two seasons: Ja’Marr Chase, Amon-Ra St. Brown, Tee Higgins, Davante Adams, and (drumroll)… Quentin Johnston. After previously being the laughingstock of fantasy leagues, he morphed into a solid outside option for Justin Herbert. He led the team in receiving yards (789), deep targets (19), and fantasy points per game (10.4). He may not look appealing on a fantasy roster, but Johnston’s TD upside makes him a worthy second FLEX option, especially in games where the Chargers are favored. He averaged a solid six targets and 11 fantasy points per game in wins the last two seasons","The Chargers picked up his fifth-year option, so Quge will be on the team for at least the next two years. He is a cheap FLEX option worth acquiring as a throw-in for trades.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Parker Washington","WR","JAX","8","35","154.9","4.2","5.6","9.04","8","Washington went from just a depth piece for Jacksonville to their leading receiver in 2025. Wild times, man! Following the bye week and Travis Hunter’s injury, Washington saw a 23% target share while running roughly half his routes from the slot. We are really interested in taking shots on this Jaguars’ offense, but it is nearly impossible to project the WR usage here, especially with Travis Hunter’s role up in the air. As a result of that uncertainty, expect the Jaguars guys to all be decent values in drafts. There is some downside with each individual WR here, but if you hit on the right guy, the payoff could be massive, especially at these depressed ADPs.","A former sixth-round NFL Draft pick who didn’t do much early in his career, there is a good chance you were able to snag Washington off your waiver wire. If you did, that is a massive boost for your squad to add a guy who can give you WR2 or WR3 production in the right matchups. He is entering the final year of his rookie deal, so it remains to be seen if he gets an extension. The team invested a first-round pick in BTJ a couple of years back, traded up to select Travis Hunter second overall just a year ago, and signed Jakobi Meyers to a three-year deal after trading for him. It is possible Washington is the odd man out after 2026, making his dynasty evaluation really difficult.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"DJ Moore","WR","BUF","5","36","154.9","4.2","7.1","5.11","8","It is not difficult to get excited about one of Josh Allen’s top weapons. We do see a world where Moore has a nice season in Buffalo if he can command WR1 usage. That said, in 2024, Allen became the first top-5 fantasy QB without a top-36 scoring WR or top-12 TE. In 2025, he did it again. Joe Brady’s offense can function without hyper-targeting a single WR. Moore’s efficiency marks dropped off in 2025 (just 1.33 YPRR), so we are not exactly sure if he is the same guy he was a few years back. Perhaps a change of scenery will serve him well, but there is a wide range of outcomes here.","Moore has been on the Hitman’s Dynasty Trade Away list all off-season. Will he be productive for Josh Allen and the Bills this year? Yes. However, the time to capitalize in the trade market is right now, before the bottom falls out. Moore is already 29 years old, and generally speaking, this is right about the age where veteran players start to decline. If you can sell on the hype of Josh Allen’s WR1, we are doing that now as we see Moore’s value taking a big hit in 2027 and beyond.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Michael Pittman Jr.","WR","PIT","11","37","151.9","3.5","4.9","10.06","8","Michael Pittman in Pittsburgh? We did it! Pitty City…but for real. Indy’s possession receiver over the last handful of years, Pittman should operate in a similar role in Pittsburgh and offers a nice compliment to the more explosive DK Metcalf. Given the state of the QB room (an inexperienced younger guy or an aging Aaron Rodgers), we are skeptical of the ceiling here, but Pittman projects as a high-floor WR3/FLEX option for 2026 given his target-earning ability.","Pittman has been a solid WR for years in the NFL, but in dynasty circles, his name no longer carries a ton of value as he is set to enter his age-29 season. Despite Pittsburgh signing him to a brand new contract this offseason, we are not thrilled with this team’s outlook in the short or long term, given the lack of stability at the QB position. He is a nice depth piece if you are a contender, but you are not winning your dynasty league because of Pitty City.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Courtland Sutton","WR","DEN","12","38","151.2","3.0","4.3","7.05","8","Sutton’s target share is likely to take a hit with Jaylen Waddle now on the team. Shoot, there were even moments last season where Sutton was losing targets to guys like Troy Franklin and Pat Bryant. For context, he only averaged 7.3 targets per game for a 21.3% market share. If that comes down at all because of Waddle, Sutton could become TD dependent in 2026.","Sutton has strung together some nice fantasy seasons in recent years, but the dynasty window could be closing somewhat quickly. He will turn 31 later this season, and now Jaylen Waddle is in town. The Broncos signed him to a big extension not that long ago, but that doesn’t necessarily mean he will continue to post great fantasy numbers. If you are a contender, you can likely hold and get multiple WR2 weeks, but we expect his dynasty value to take a pretty significant hit over the next two seasons.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jordan Addison","WR","MIN","6","39","150.8","3.7","7.2","9.11","8","The Vikings’ offense was a train wreck last season, with that QB play being stinky, hot garbage. Of course, all pass catchers suffered as a result, including Addison, who is coming off his worst season since he entered the NFL back in 2023. The addition of Jauan Jennings does add some uncertainty to Addison’s target share behind Jefferson, but we have seen enough of him in the league to know that he is capable of posting WR2 numbers if things break his way. Ultimately, Addison’s ability to reach his fantasy potential will come down to how well Kyler plays with Kevin O’Connell.","The Vikings picked up Jordan Addison’s fifth-year option, so he is under contract for two more seasons. We will see if Minnesota signs him to an extension in the next year or so, but for fantasy, he has settled into a rock-solid WR3 for your dynasty squad and is still only 24 years old.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jordyn Tyson","WR","NO","","40","150.1","5.4","7.2","7.02","8","With Kellen Moore’s offense projecting to be among the league leaders in pace and play volume and the Saints not really having a reliable third option in the receiver room, we think both Olave and Tyson can eat this year. Of course, we are projecting Olave as the #1 option, but it’s possible Tyson emerges to make this more of a 1A, 1B situation as the year progresses. There are some durability concerns with a guy like Tyson, but the upside is real if the Saints offense takes a leap in Year 2 of the Kellen Moore era.","Tyson’s production profile was excellent coming out of Arizona State, and then the Saints grabbed him with the eigth overall pick in this year’s Draft. When you combine that early breakout, top-tier production, and elite draft capital, it makes Tyson a really strong long-term bet in dynasty formats.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Josh Downs","WR","IND","11","41","150.0","4.2","7.3","12.11","8","The talent with Downs has never really been a question, but he is traditionally been a slot-only player in the NFL…until 2026? That is the million-dollar question for a guy like Downs, who could see a big uptick in playing time and targets with Michael Pitman Jr. now in Pittsburgh. Indy paid Alec Pierce big money in free agency, but behind Pierce and Downs, the WR depth chart is pretty thin, with the most notable addition here being Nick Westbrook-Ikhine. No offense to NWI, but that is not exactly scary competition to get on the field and perhaps set a career high in route participation. Give Josh Downs more routes, and generally speaking, good things are likely to happen for a guy who has been a strong target earner in his career. He is a fun value sleeper for the 2026 season.","Downs has a chance to go from just a bench piece to a meaningful starter in your lineup if he is able to work his way onto the field in 2WR sets this year. Over the last couple of seasons, he has been pigeon-holed as a part-time slot player, so there is a good chance he is not highly valued in your league, but we are fans of his talent, and the opportunity is there with Pitty City gone. We do not mind the idea of trading a second round rookie pick to get a guy who is a proven producer in the NFL.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Michael Wilson","WR","ARI","8","42","149.4","3.8","6.6","7.11","8","Michael Wilson’s 2025 breakout was…nuts. We almost never see nonproductive WRs pop up for huge games the way Wilson did in 2025, but here we are. The man went nuclear without Marvin Harrison Jr. on the field, averaging seven catches and 97 receiving yards per game from Weeks 11-18. For context, that 17-game pace is 187 targets and over 1,600 yards. Fantasy drafters need to be aware that the Jacoby Brissett pass rate of last season is probably going to regress, and with Marv now healthy, we likely will not see the same target share. That said, there is a world that exists where Wilson is more productive than Marv in 2026. Pain.","Wilson AKA Jerry Rice went from a dynasty roster clogger to a weekly must-start down the stretch last year. Truth be told, we are not sure what to make of Wilson’s story. He was a fine, yet uninspiring prospect, then spent 2.5 years running wind sprints before doing what he did in 2025. He is in a contract year, so the future is murky at best. If you can capitalize in the trade market in your league after his hot run to close 2025, it is probably not a bad idea. We see a wide range of outcomes moving forward.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Ricky Pearsall","WR","SF","14","43","148.7","5.1","6.6","8.11","8","Is Ricky Pearsall the most unfortunate human in the world? After getting shot just weeks before the start of his pro career in 2024, Pearsall dealt with a PCL injury and an ankle injury a season ago, limiting him to just nine games. As a result, we are still left wondering how good this guy even is as an NFL WR. For fantasy, we have a wide range of outcomes here. On one hand, Jauan Jennings is gone, and Kittle is coming off a major injury. On the other hand, we know this is CMC’s team, and they just brought in Mike Evans. You can’t go into your draft relying on Pearsall as a weekly starter, but the upside is still there on a good offense. If he is available later in drafts, we are fine embracing the volatility here.","The former first-rounder has not put it all together yet in the NFL. Sure, that is primarily because of injury, but through two shortened seasons, Ricky P has averaged just 7.5 fantasy points per game. It is make-or-break time for Pearsall in Year 3. If he can’t get it going this year, expect him to nosedive in dynasty value, especially considering he is already entering his age-26 season.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jakobi Meyers","WR","JAX","8","44","148.2","2.7","5.2","7.11","9","Meyers’ 2025 was a tale of two seasons. In Las Vegas, it was forgettable to say the least. He posted just one week inside the top-36 from Weeks 1-9. However, after the trade to Jacksonville, Meyers averaged about seven targets and 9.6 fantasy points per game. It is worth noting that most of that production came after Travis Hunter went down for the year, so we cannot really copy and paste his production for 2026 if Hunter happens to play more receiver than corner. Even still, the financial commitment from the team suggests Jakobi will have a real role here. He doesn’t scream “upside,” but if you are in a league that starts three WRs, Meyers can fill in as your third option as a higher- floor veteran.","Meyers is the perfect depth piece to have if you are looking to make a run at a title in your dynasty league. He will never win you your league, but he should have the opportunity to post WR3/FLEX-type numbers for the next couple of years after the Jags signed him to a three-year, $60 million extension.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Wan'Dale Robinson","WR","TEN","14","45","147.8","4.6","4.7","10.04","9","Brian Daboll is now in Tennessee, which is potentially very important for Wan’Dale’s fantasy outlook. The two were together in New York over the last few seasons, and we have seen Robinson heavily involved in Daboll’s offense, seeing 140 targets in back-to-back seasons. Carnell Tate has room to grow into the alpha, but Robinson leading the team in targets is definitely in the range of potential outcomes.","Robinson is never a guy who is going to command a ton of value in the dynasty trade market, given his lack of perceived upside, and yet, he is a solid volume-based WR3 for your squad. Still just 25 years old and now quite rich thanks to a new contract in free agency, Robinson has plenty of production left in his NFL career.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Romeo Doubs","WR","NE","5","46","142.8","3.6","6.6","11.03","9","For the first time in his career, Doubs will not be playing in green and yellow; he signed a lucrative contract in free agency to join Drake Maye and the Patriots. However, the arrival of A.J. Brown puts him back in FLEX territory as a ""better for the NFL than fantasy"" type of WR. His receiving yards (724) and fantasy points per game (8.6) were a career-high last season but middling marks compared to the rest of fantasy WRs. He should be an every down, outside guy which pushes him to just a bench stash with some FLEX appeal.","Doubs never carries a ton of value in the dynasty trade market or in startups, but when on the field, he produces WR3 numbers. Still only 26 years old, Doubs is a solid depth piece for a contender, especially after he signed a four-year deal with New England that includes $39M in guarantees.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Makai Lemon","WR","PHI","","47","139.6","5.6","6.9","7.11","9","After the A.J. Brown trade to New England, rookie Makai Lemon should step into a starting role right away as a rookie across from DeVonta Smith. The 2025 Biletnikoff Award winner in college, Lemon’s production during his final season at USC was excellent, but the one question mark entering the NFL is whether or not he can play on the perimeter, as he was primarily a slot player in college. Philly’s offense should look a lot different this year with a new OC in town. If he is as talented as the production profile suggests and Jalen Hurts can bounce back as a passer, Lemon has a chance to be a meaningful difference maker for fantasy in 2026 and enter WR3 territory.","This man’s interviews…not great. The route running and production profile? We love it! Lemon has the tools to be a great NFL receiver, and his production from college was off the charts. Philly grabbed him in the first round of the NFL Draft, and generally speaking, when you combine first-round NFL Draft capital with excellent collegiate production, good things happen in dynasty. With Philly moving on from AJ Brown, Lemon will have a big opportunity right away as a rookie.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jayden Reed","WR","GB","5","48","138.9","4.2","4.9","11.05","9","Reed is a talented football player, but we are still waiting for him to put it all together for a full season. He has always popped up for big games a couple of times per year, but he has been a part-time player ever since he entered the league, making him an impossible start/sit decision weekly in redraft leagues. With Romeo Doubs in New England and Dontayvion Wicks now in Philly, perhaps that changes in 2026. If Matthew Golden can’t get it going in Year 2, and Tucker Kraft is slow to return to form off his ACL, Reed could be a sneaky late-round WR target.","The Packers signed Reed to an extension earlier this offseason, so he has at least got the financial security from Green Bay. You would think the contract suggests Reed can level up and be a full-time player, but we have just never seen it, as he remains a 3WR set-only type of player. If that role expands, his dynasty value will bounce back in a big way, but if he remains a part-time guy, he will probably remain a weekly headache from a start/sit decision.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Chris Godwin Jr.","WR","TB","9","49","137.1","4.5","6.4","9.02","9","Can we go into Madden and turn off injuries here? Before that nasty ankle fracture-dislocation in 2024, Godwin was putting up some unreal numbers, but ever since that injury, his efficiency has taken a hit, with his yards per reception declining in three straight seasons. Mike Evans’ departure theoretically opens up a world where Godwin can bounce back, so we do not mind adding him in drafts as a WR3/4 for your squad, but the upside we have seen in the past is unlikely to repeat at this stage of his career. He certainly gets a small boost in full PPR leagues.","Godwin has been a dynasty stalwart for years, but those days are long gone, mostly because of injury and age. Rod God is now 30 years old, and he is coming off back-to-back injury-affected seasons while averaging just 3.7 catches per game. Sadly, we view him as an expiring asset, even if he is able to have a solid 2026 campaign.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Xavier Worthy","WR","KC","10","50","136.4","6.2","6.3","11.11","9","Worthy had a chance in 2025 to really take a step forward to start the season while Rashee Rice was serving his suspension. Unfortunately, in the first quarter of the first game of the season, Worthy dislocated his shoulder and never looked right, playing through injury all season. You can certainly explain away some of the down production last year, but truth be told, we still do not know how good a player he is in the league. In two seasons, he is averaging 1.40 yards per route run and earning targets on 18% of his routes. As the kids say, those numbers are pretty mid. Still, we are always interested in taking shots on Mahomes’ pass catchers, and the Chiefs didn’t add any meaningful talent to the WR room this offseason. Entering the season, he is a boom-bust FLEX option.","Worthy had promise as a first-round rookie WR, but through two seasons in the league, his metrics suggest he is unlikely to turn into a fantasy difference maker. That said, Travis Kelce is another year older, and Rashee Rice is in a contract year. If you were a Worthy truther coming out of Texas, he is probably worth a look in the trade market, but it is a make-or-break season for Worthy’s future dynasty prospects.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Khalil Shakir","WR","BUF","7","51","129.5","2.8","5.1","11.08","9","Shakir has been a great target earner in the NFL, seeing 23% and 21% target shares each of the last two seasons. However, his aDOT is nonexistent, and he is not really involved in the red zone. For fantasy, Shakir gets a small bump in full PPR, but you are never winning your league because of him, especially with DJ Moore now in town.","Shakir signed a big extension with the Bills, but his role didn’t change much in 2025 as a low aDOT slot player. Now, the team went out and traded for DJ Moore. He will have value for the Bills, but the ceiling just isn’t there for a guy like Shakir. We view him as a solid FLEX/bench piece for your dynasty roster.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Rashid Shaheed","WR","SEA","8","52","129.2","4.4","5.3","15.03","9","Seattle traded for Shaheed in the middle of the season last year, and he was a key piece of their Super Bowl run, particularly in the kick return game. For fantasy, things just never got going, however, as he was never a high-volume pass catcher behind JSN and Cooper Kupp. Now with a full offseason in Seattle and a big fat paycheck, perhaps that changes in 2026. We view him as a boom/bust late-round dart, but we do know that he is a fully capable WR who has produced in New Orleans when given the opportunity.","Rashid Shaheed got paid this offseason, signing a brand new three-year deal worth $51 million. That investment says he will remain a key piece of the team moving forward, but his snap share could be frustrating in 2026 with Cooper Kupp still on the roster. We do not expect him to be consistent, but he is always a viable FLEX play who can put up a big score thanks to his game-breaking speed.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Matthew Golden","WR","GB","5","53","120.9","7.2","6.4","14.11","10","Golden’s rookie season was obviously not great. He finished with just 29 total catches and failed to haul in a single TD reception until the NFL playoffs. He now finds himself on a scary trajectory entering Year 2. Historically, WRs with poor efficiency in their rookie season who post virtually zero production have flopped more often than not in the NFL. That doesn’t mean it cannot work for Golden; probability is just not on his side. That said, the Packers are absolutely counting on him after they traded Dontayvion Wicks to the Eagles and let Romeo Doubs walk in free agency. Consider Golden a complete wild card entering 2026.","After a forgettable rookie campaign, Matthew Golden’s dynasty value hangs in the balance. He had plenty of red flags in his production profile coming out of college, and then in Year 1, he averaged just 1.35 yards per route run as a part-time player. Entering his second season, odds are stacked against Golden, but the opportunity is certainly there, and the Packers invested a first-round pick in him just a year ago. If he flops again in Year 2, it is probably not going to happen, but the market is down on him, so he is an interesting buy low with the risk already baked into his startup ADP.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tre Tucker","WR","LV","8","54","117.9","4.5","4.6","17.07","10","Is there anyone in the NFL with better cardio than Tucker? After running nearly 600 routes in 2024 (fifth most in the NFL), he followed that up with the seventh most among WRs in 2025. He had a monster Week 3 game (8/145/3) against Washington, but then faded back into oblivion, surpassing ten fantasy points just one other time the rest of the season. This Raiders WR room might be one of the worst in the league, giving him yet another year to end up on the field more than you realize. For the game we play, he likely is waiver wire fodder yet again.","Tucker enters the final year of his rookie contract with a ton of snaps played but minimal fantasy impact. His agent will probably bring up the fact that he increased his targets, receptions, and receiving yards every year of his career. Oh, and maybe he will put together a PowerPoint of all the routes and snaps this dude has been on the field for the last two years.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"KC Concepcion","WR","CLE","","55","117.2","5.9","6.7","12.06","10","The Browns took KC with the 24th overall pick in April’s draft as the first skill position pick in the Todd Monken era. Clearly, they have a plan for the young WR, but this could be a frustrating situation to start the year. Jerry Jeudy and Cedric Tillman could still see some snaps, and the QB room is gross. We like him as a potential breakout candidate in the back half of the season when rookies tend to emerge, and with his ADP likely to remain suppressed due to the stink of the Browns, you can take him late in drafts and stash him to see what shakes out in Cleveland.","We were big fans of KC during the scouting process, and analytically, there were a lot of positive signals in his profile as a highly productive early declare WR who went in the first round of the NFL Draft. The landing spot in Cleveland does not feel great given the state of the QB room, but we are usually betting on talent and draft capital in dynasty formats.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jalen Coker","WR","CAR","14","56","116.5","3.7","5.8","12.09","10","Coker gained some steam throughout the summer last year as a potential sleeper, but he injured his quad late in camp and then missed the first six games of the season. It took a bit for him to get going, but he did end up posting four top-24 weekly finishes in his final seven games. His 2026 fantasy value will ultimately be determined by Bryce Young’s ability to support multiple weapons and whether or not this year’s rookie, Chris Brazzell, or Xavier Legette can push him for playing time. Right now, we have him as the second option in the offense. We do not mind him as a late-round stash, especially in deeper leagues.","Coker signed as an exclusive rights free agent this past offseason, so he is only under contract for one more year in Carolina. After 2026, he will be a restricted free agent, which means he could be back with the Panthers if he performs well this season. The former UDFA is only 24 years old and has flashed some talent, making him a solid late-round pick in dynasty start-ups and a sneaky bench stash moving forward.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Omar Cooper Jr.","WR","NYJ","","57","113.7","6.7","5.9","14.05","10","How many fantasy options can this version of Geno Smith support in 2026? We know Garrett Wilson and Breece Hall are likely to dominate touches here, so any secondary Jets players are probably going to have to get there via efficiency. Call us crazy, but if your eyeballs saw Geno playing QB last season, we are a little hesitant with that bet! That is where the concern comes in for a guy like Cooper, who profiles as a possession and yards after the catch WR in the NFL. So long as Garrett Wilson is healthy, Cooper’s fantasy upside will be capped, but you could always target him late in drafts and see what shakes out in New York early in the season. Rookie WRs are generally good bets at ADP because the cost is reasonable, but if we are comparing Cooper to the other first-round NFL draft picks, he is not as big of a priority as guys like Carnell Tate, Makai Lemon, or Jordyn Tyson.","Cooper was a bit of a late bloomer at Indiana, but he was a big riser throughout the pre-draft process after Indiana’s National Championship run. He ultimately went in the back of Round 1 of the NFL Draft, which helps his stock obviously, but this is a player who didn’t clear 30 catches in a single season until his fourth year in college. There are some things to like about Cooper, but he does come with some risk in dynasty circles.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jauan Jennings","WR","MIN","14","58","109.5","6.4","5.3","11.12","10","Jauan “Jennayings” (IYKYK) signed with the Vikings late in free agency, inking a one-year deal worth up to $13 million. With Jefferson dominating targets and Jordan Addison one of the better WR2s in the league, we are not super excited about Jennings’ fantasy outlook as Kyler’s WR3. He is likely to help the Vikings more than he helps our fantasy rosters. That said, if JJetts or Addison happen to miss time because of injury, we know Jauan is a serviceable fantasy WR who can be a plug-and-play option off the waiver wire.","Jennings doesn’t have a long-term contract and is now entering his age-29 season. We expect his dynasty value to continue to take a hit over the next 12 months, so at this point, he is not really anything more than a bench piece for a contender.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jerry Jeudy","WR","CLE","9","59","109.4","5.5","5.5","14.12","10","Is Jeudy a capable NFL WR? Sure. Is he frustrating to watch due to the inconsistency? Yep. Is he a fun click in fantasy? Nope! Judge Jeudy had that magical stretch with Jameis Winston in 2024 (#JameisForever), but outside of that small sample, he has largely been irrelevant for fantasy since he arrived in Cleveland. The Browns took multiple rookie WRs in this draft, so his playing time isn’t a guarantee moving forward, especially with a new coaching staff in town.","Jeudy’s dynasty value was already in free fall before the Browns double-dipped in the NFL Draft with KC Concepcion and Denzel Boston. Jeudy comes from the previous regime, so Todd Monken may prefer to get a look at the young guns. That leaves Jeudy in no man’s land when it comes to his future outlook. He is under contract through 2027, but it wouldn’t be surprising to see his name in trade rumors.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jayden Higgins","WR","HOU","6","60","108.2","3.9","5.9","12.03","10","Higgins had a quiet rookie season, going over 50 receiving yards in a single game just three times. It is difficult to be relevant in fantasy football when you are averaging just four targets per game and a 12.3% target share while playing for an offense that isn’t exactly lighting it up on a routine basis. There is room for those market share numbers to grow in Year 2, but it is worth noting that Tank Dell might return to the lineup, Xavier Hutchinson is also part of this team, and Jaylin Noel could also see some more snaps this season as well. Right now, Higgins is nothing more than a late-round dart in redraft leagues with the hopes that he increases his route share in his second season and C.J. Stroud bounces back to support multiple fantasy-relevant WRs.","Houston took Higgins with the 34th overall pick in last year’s draft, so they are still going to be counting on him as he enters his second season in the league. His Year 1 peripherals aren’t amazing, but they aren’t terrible either. In the three games where he posted an 80+ percent route share, he scored double-digit PPR points in all three of those games, and on the season, he averaged a respectable 1.45 yards per route run. Those numbers leave the light on that Higgins can develop as a pro, but obviously, there is a wide range of outcomes here moving forward.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Antonio Williams","WR","WAS","","61","100.0","7.5","5.8","14.08","10","Terry McLaurin figures to be option A, B, and C in Washington. Behind him, this depth chart is yucky. Deebo Samuel is gone, and the Commanders did very little to replace him in free agency. Enter Williams, who has a chance to be the #2 option right away as a rookie. One question mark on Williams is how his game will translate to the NFL after he ran almost 80% of his routes from the slot in college. We expect him to start out as the team’s primary slot WR, and hopefully, he can jump into 2WR sets. If not, his ceiling is probably capped for fantasy. Even so, his ADP is so late that we don’t mind taking a shot on him in drafts and stashing him to see how things play out early in the season.","The Commanders didn’t have a second-round pick in the NFL Draft. After going defense seventh overall, they used their third-round pick on Clemson’s Antonio Williams. He broke out right away as a true freshman but failed to really level up and become a dominator in college. Still, there is some signal that perhaps he can produce right way as a rookie, given the state of the depth chart. He is one of our favorite later-round targets in both dynasty and redraft leagues for 2026.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Malik Washington","WR","MIA","12","62","97.6","4.6","5.1","","10","Who is the WR1 for the Dolphins? And does it matter? Man, this Miami depth chart is something else. I mean, what a crew. We honestly do not feel confident in playing time or target shares here because this is a brand-new regime with brand-new weapons and a brand-new QB. The Dolphins project to be one of the most run-heavy teams in the league under a defensive-minded head coach and run-first OC Bobby Slowik. For now, Washington looks like he will have a role as the slot WR in this offense, but we have seen enough of him in the NFL to know that a low aDOT, gadgety player isn’t going to be a difference maker for fantasy, especially in an offense that could be the worst in football.","Washington comes from the previous regime, and with Miami taking multiple rookies in the NFL Draft, there is a good chance Washington is on the outside looking in when we get to the end of the season. He carries next to no value in dynasty leagues. Sorry, Malik!","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Calvin Ridley","WR","TEN","10","63","97.5","5.2","4.7","16.10","10","Ridley broke his fibula in Week 11 last year and is still working back. On a Titans offense still trying to find their identity, Ridley likely will not have a large part.","At age 31, on a restructured deal, and injuries at the forefront, it is time to move on from him in dynasty.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Travis Hunter","WR","JAX","8","64","96.0","8.3","6.8","14.09","11","Just as we were starting to see what the man could do last year, he injured his LCL and was out for the season. The WR room is now quite crowded in Jacksonville, and you still aren’t even sure that Hunter will be out there as one. High ceiling, sure, but your basement is literally a sub-level crawl space.","If you took Hunter in your rookie draft last year, you are probably trying to move him. As you would only be getting pennies on the dollar, you might want to wait until he has a big game and then try to trade him. Immediately.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Cooper Kupp","WR","SEA","8","65","93.7","5.3","3.5","19.09","11","We will always remember the good times, Coop. The former Fantasy MVP has slowly morphed into a role player at this stage of his career, but ya know what? This man just won another Super Bowl, so he is probably doing okay! We will always love you, CoopaKuppaCoffee, but sadly, your days as a fantasy starter are long gone. We view Kupp as a potential injury fill-in should JSN or Rashid Shaheed miss time.","The time to cash in on Kupp in dynasty was about three years ago. So, at this point, you are just holding and using him in your lineup a couple of times per year when the injury bug bites or the bye weeks kick in.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tank Dell","WR","HOU","6","66","91.6","8.5","6.1","17.08","11","Dell missed the entire 2025 season with a catastrophic multi-ligament knee injury, and his timeline for 2026 is still unclear. He should not be on your redraft radar.","Dell and Stroud had a clear connection, even for a short while. You are not getting anything for him on the open market, so a speculative (and hopeful) hold is where we are at.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Keon Coleman","WR","BUF","7","67","90.8","5.4","5.3","19.08","11","With the addition of DJ Moore and the drafting of Skyler Bell, he falls further and further down the depth chart. The man can’t separate, and he shouldn’t be considered in redraft this year - even with Josh Allen throwing the ball.","Any hope we had for Coleman to become the WR1 in Buffalo has pretty much disintegrated, even though apparently, GM Brandon Beane rejected four trade offers for Coleman in the offseason. If he is on your roster, feel free to accept the offer if it comes across your desk.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Germie Bernard","WR","PIT","","68","90.4","5.4","4.1","18.06","11","Germie probably needs an injury to one of DK Metcalf or Michael Pittman to be fantasy relevant this year. We are projecting him to play in the slot for Pittsburgh, and while that role could provide plenty of value for the Steelers, we are skeptical that it turns into enough fantasy points to make him a startable asset. The rookie is worth monitoring throughout camp, but for now, he is nothing more than a late-round stash.","Things look crowded right now in Pittsburgh with Metcalf and Pitty City atop the depth chart. However, those veterans may not be in town for more than a couple of seasons, so perhaps Bernard’s role can grow with time. His efficiency metrics coming out of Alabama are middling, however, so we don’t view him as a surefire prospect.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
